time,lift,day_status
2016-01-30 10:17:04,T-BAR,1
2016-01-30 10:20:14,Peak,1
2016-01-30 10:22:04,Catskinner,1
2016-01-30 10:36:13,7th Heaven,1
2016-01-30 10:36:35,Glacier,1
2016-01-30 10:37:54,Spanky's Ladder,1
2016-01-30 10:49:04,Blackcomb Glacier,1
2016-01-30 10:51:05,Showcase,1
2016-01-30 11:39:05,Symphony,1
2016-01-30 12:17:04,Franz's,1
2016-01-31 00:00:00,Excalibur Gondola (Lower),0
2016-01-31 00:00:00,Excalibur Gondola,0
2016-01-31 09:01:05,Excelerator,1
2016-01-31 09:01:17,Blackcomb Gondola (Lower),1
2016-01-31 09:01:17,Blackcomb Gondola,1
2016-01-31 09:01:29,Red Chair,1
2016-01-31 09:01:41,Creekside Gondola,1
2016-01-31 09:01:54,Emerald,1
2016-01-31 09:02:06,Whistler Village Gondola (Lower),1
2016-01-31 09:02:06,Whistler Village Gondola,1
2016-01-31 09:19:04,Garbanzo,1
2016-01-31 09:33:05,Fitzsimmons,1
2016-01-31 09:36:11,Peak 2 Peak,1
2016-01-31 09:38:04,Jersey Cream,1
2016-01-31 09:38:07,Olympic,1
2016-01-31 09:55:06,Crystal,1
2016-01-31 10:10:13,7th Heaven,1
2016-01-31 10:18:04,Catskinner,1
2016-01-31 10:22:13,Glacier,1
2016-01-31 10:22:21,Spanky's Ladder,1
2016-01-31 10:32:13,Harmony,1
2016-01-31 10:33:04,T-BAR,1
2016-01-31 10:35:13,Peak,1
2016-01-31 10:41:05,Showcase,1
2016-01-31 10:49:05,Blackcomb Glacier,1
2016-01-31 10:58:05,Franz's,1
2016-01-31 10:58:08,Symphony,1
2016-01-31 10:58:10,Flute Bowl,1
2016-02-01 00:00:00,Franz's,0
2016-02-01 09:16:06,Excalibur Gondola (Lower),1
2016-02-01 09:16:06,Excalibur Gondola,1
2016-02-01 09:16:18,Blackcomb Gondola (Lower),1
2016-02-01 09:16:30,Red Chair,1
2016-02-01 09:16:42,Creekside Gondola,1
2016-02-01 09:16:55,Emerald,1
2016-02-01 09:17:07,Garbanzo,1
2016-02-01 09:17:20,Whistler Village Gondola (Lower),1
2016-02-01 09:17:20,Whistler Village Gondola,1
2016-02-01 09:18:04,Excelerator,1
2016-02-01 09:18:10,Blackcomb Gondola,1
2016-02-01 09:18:12,Fitzsimmons,1
2016-02-01 09:37:04,Olympic,1
2016-02-01 09:38:05,Jersey Cream,1
2016-02-01 09:45:12,Peak 2 Peak,1
2016-02-01 09:56:13,Harmony,1
2016-02-01 09:57:05,Crystal,1
2016-02-01 10:02:13,Peak,1
2016-02-01 10:14:04,Catskinner,1
2016-02-01 10:24:05,T-BAR,1
2016-02-01 10:28:05,Symphony,1
2016-02-01 10:28:07,Flute Bowl,1
2016-02-01 10:37:13,7th Heaven,1
2016-02-01 10:37:35,Glacier,1
2016-02-01 10:37:49,Showcase,1
2016-02-01 10:38:01,Blackcomb Glacier,1
2016-02-01 10:38:30,Spanky's Ladder,1
2016-02-02 00:00:00,Franz's,0
2016-02-02 09:16:05,Excalibur Gondola,1
2016-02-02 09:16:05,Excalibur Gondola (Lower),1
2016-02-02 09:16:17,Excelerator,1
2016-02-02 09:16:29,Blackcomb Gondola,1
2016-02-02 09:16:41,Blackcomb Gondola (Lower),1
2016-02-02 09:16:53,Red Chair,1
2016-02-02 09:17:06,Creekside Gondola,1
2016-02-02 09:17:18,Fitzsimmons,1
2016-02-02 09:18:06,Emerald,1
2016-02-02 09:18:09,Whistler Village Gondola (Lower),1
2016-02-02 09:18:09,Whistler Village Gondola,1
2016-02-02 09:19:05,Garbanzo,1
2016-02-02 09:37:04,Olympic,1
2016-02-02 09:39:04,Jersey Cream,1
2016-02-02 09:43:13,Peak,1
2016-02-02 09:55:11,Peak 2 Peak,1
2016-02-02 09:59:05,Crystal,1
2016-02-02 10:12:05,T-BAR,1
2016-02-02 10:14:13,7th Heaven,1
2016-02-02 10:14:26,Catskinner,1
2016-02-02 10:14:47,Glacier,1
2016-02-02 10:15:01,Showcase,1
2016-02-02 10:19:13,Harmony,1
2016-02-02 10:28:05,Blackcomb Glacier,1
2016-02-02 10:59:05,Symphony,1
2016-02-02 10:59:07,Flute Bowl,1
2016-02-02 11:02:09,Spanky's Ladder,1
2016-02-03 00:00:00,Franz's,0
2016-02-03 09:08:04,Red Chair,1
2016-02-03 09:08:07,Emerald,1
2016-02-03 09:16:05,Blackcomb Gondola (Lower),1
2016-02-03 09:16:17,Creekside Gondola,1
2016-02-03 09:16:30,Garbanzo,1
2016-02-03 09:16:42,Whistler Village Gondola (Lower),1
2016-02-03 09:16:42,Whistler Village Gondola,1
2016-02-03 09:17:04,Excalibur Gondola (Lower),1
2016-02-03 09:17:04,Excalibur Gondola,1
2016-02-03 09:17:17,Excelerator,1
2016-02-03 09:17:29,Blackcomb Gondola,1
2016-02-03 09:17:41,Fitzsimmons,1
2016-02-03 09:25:04,Olympic,1
2016-02-03 09:34:05,Jersey Cream,1
2016-02-03 10:00:13,Peak,1
2016-02-03 10:01:12,Peak 2 Peak,1
2016-02-03 10:04:04,Catskinner,1
2016-02-03 10:07:13,Harmony,1
2016-02-03 10:32:13,7th Heaven,1
2016-02-03 10:32:27,Crystal,1
2016-02-03 10:32:48,Glacier,1
2016-02-03 10:33:18,Spanky's Ladder,1
2016-02-03 10:34:05,Showcase,1
2016-02-03 10:34:07,Blackcomb Glacier,1
2016-02-03 10:52:06,Symphony,1
2016-02-03 10:52:08,Flute Bowl,1
2016-02-03 11:01:05,T-BAR,1
2016-02-04 00:00:00,Franz's,0
2016-02-04 09:16:04,Red Chair,1
2016-02-04 09:16:17,Creekside Gondola,1
2016-02-04 09:16:29,Emerald,1
2016-02-04 09:16:41,Fitzsimmons,1
2016-02-04 09:16:54,Garbanzo,1
2016-02-04 09:17:06,Whistler Village Gondola,1
2016-02-04 09:17:06,Whistler Village Gondola (Lower),1
2016-02-04 09:18:04,Excalibur Gondola,1
2016-02-04 09:18:04,Excalibur Gondola (Lower),1
2016-02-04 09:18:17,Excelerator,1
2016-02-04 09:18:29,Blackcomb Gondola,1
2016-02-04 09:18:41,Blackcomb Gondola (Lower),1
2016-02-04 09:31:11,Peak 2 Peak,1
2016-02-04 09:35:04,Jersey Cream,1
2016-02-04 09:56:05,Crystal,1
2016-02-04 10:09:13,7th Heaven,1
2016-02-04 10:16:04,Catskinner,1
2016-02-04 10:24:12,Glacier,1
2016-02-04 10:27:13,Harmony,1
2016-02-04 10:36:13,Peak,1
2016-02-04 10:58:04,T-BAR,1
2016-02-04 11:04:09,Spanky's Ladder,1
2016-02-04 11:16:04,Olympic,1
2016-02-04 11:21:05,Showcase,1
2016-02-04 11:21:07,Blackcomb Glacier,1
2016-02-04 11:25:05,Symphony,1
2016-02-04 12:33:05,Flute Bowl,1
2016-02-05 00:00:00,Symphony,0
2016-02-05 00:00:00,Showcase,0
2016-02-05 00:00:00,Catskinner,0
2016-02-05 00:00:00,Spanky's Ladder,0
2016-02-05 00:00:00,Peak,0
2016-02-05 00:00:00,Harmony,0
2016-02-05 00:00:00,Glacier,0
2016-02-05 00:00:00,Franz's,0
2016-02-05 00:00:00,7th Heaven,0
2016-02-05 00:00:00,Blackcomb Glacier,0
2016-02-05 00:00:00,Flute Bowl,0
2016-02-05 00:00:00,Peak 2 Peak,0
2016-02-05 09:15:04,Excalibur Gondola,1
2016-02-05 09:15:04,Excalibur Gondola (Lower),1
2016-02-05 09:15:16,Excelerator,1
2016-02-05 09:15:29,Blackcomb Gondola,1
2016-02-05 09:15:41,Blackcomb Gondola (Lower),1
2016-02-05 09:15:53,Red Chair,1
2016-02-05 09:16:05,Creekside Gondola,1
2016-02-05 09:16:18,Emerald,1
2016-02-05 09:16:30,Fitzsimmons,1
2016-02-05 09:16:42,Garbanzo,1
2016-02-05 09:16:54,Whistler Village Gondola,1
2016-02-05 09:16:54,Whistler Village Gondola (Lower),1
2016-02-05 09:42:04,Jersey Cream,1
2016-02-05 09:56:04,Olympic,1
2016-02-05 10:06:05,T-BAR,1
2016-02-05 10:18:05,Crystal,1
2016-02-06 09:04:04,Excelerator,1
2016-02-06 09:05:05,Excalibur Gondola,1
2016-02-06 09:05:05,Excalibur Gondola (Lower),1
2016-02-06 09:05:07,Blackcomb Gondola (Lower),1
2016-02-06 09:05:09,Whistler Village Gondola (Lower),1
2016-02-06 09:05:09,Whistler Village Gondola,1
2016-02-06 09:06:05,Emerald,1
2016-02-06 09:09:05,Red Chair,1
2016-02-06 09:09:07,Creekside Gondola,1
2016-02-06 09:21:05,Blackcomb Gondola,1
2016-02-06 09:49:13,Peak,1
2016-02-06 09:51:04,Olympic,1
2016-02-06 10:03:11,Peak 2 Peak,1
2016-02-06 10:12:04,Fitzsimmons,1
2016-02-06 10:30:11,Jersey Cream,1
2016-02-06 10:46:13,Harmony,1
2016-02-06 10:54:04,Catskinner,1
2016-02-06 10:54:08,Crystal,1
2016-02-06 11:06:14,Glacier,1
2016-02-06 11:14:05,T-BAR,1
2016-02-06 11:28:04,Franz's,1
2016-02-06 11:37:13,7th Heaven,1
2016-02-06 12:03:05,Showcase,1
2016-02-06 12:15:05,Symphony,1
2016-02-06 12:15:08,Flute Bowl,1
2016-02-06 12:25:04,Garbanzo,1
2016-02-06 12:46:04,Blackcomb Glacier,1
2016-02-06 12:47:09,Spanky's Ladder,1
2016-02-07 09:01:04,Excalibur Gondola,1
2016-02-07 09:01:04,Excalibur Gondola (Lower),1
2016-02-07 09:01:17,Excelerator,1
2016-02-07 09:01:29,Blackcomb Gondola,1
2016-02-07 09:01:41,Blackcomb Gondola (Lower),1
2016-02-07 09:01:53,Creekside Gondola,1
2016-02-07 09:02:06,Fitzsimmons,1
2016-02-07 09:03:04,Red Chair,1
2016-02-07 09:03:07,Emerald,1
2016-02-07 09:03:11,Whistler Village Gondola (Lower),1
2016-02-07 09:03:11,Whistler Village Gondola,1
2016-02-07 09:17:07,Garbanzo,1
2016-02-07 09:38:13,Peak 2 Peak,1
2016-02-07 09:40:05,Jersey Cream,1
2016-02-07 09:46:13,Harmony,1
2016-02-07 09:51:12,Peak,1
2016-02-07 09:54:04,Olympic,1
2016-02-07 09:55:05,Crystal,1
2016-02-07 10:04:04,T-BAR,1
2016-02-07 10:11:13,7th Heaven,1
2016-02-07 10:17:13,Glacier,1
2016-02-07 10:23:09,Spanky's Ladder,1
2016-02-07 10:25:04,Catskinner,1
2016-02-07 10:31:05,Symphony,1
2016-02-07 10:34:05,Showcase,1
2016-02-07 10:34:08,Blackcomb Glacier,1
2016-02-07 11:18:05,Franz's,1
2016-02-07 13:34:08,Flute Bowl,1
2016-02-08 09:01:04,Excalibur Gondola,1
2016-02-08 09:01:04,Excalibur Gondola (Lower),1
2016-02-08 09:01:07,Blackcomb Gondola (Lower),1
2016-02-08 09:02:05,Excelerator,1
2016-02-08 09:02:17,Blackcomb Gondola,1
2016-02-08 09:02:29,Red Chair,1
2016-02-08 09:02:41,Creekside Gondola,1
2016-02-08 09:02:54,Emerald,1
2016-02-08 09:03:06,Whistler Village Gondola,1
2016-02-08 09:03:06,Whistler Village Gondola (Lower),1
2016-02-08 09:21:04,Fitzsimmons,1
2016-02-08 09:29:04,Jersey Cream,1
2016-02-08 09:31:05,Garbanzo,1
2016-02-08 09:45:04,Olympic,1
2016-02-08 09:52:13,Harmony,1
2016-02-08 09:53:05,Crystal,1
2016-02-08 09:54:25,Peak,1
2016-02-08 09:58:13,7th Heaven,1
2016-02-08 09:59:12,Peak 2 Peak,1
2016-02-08 10:16:14,Glacier,1
2016-02-08 10:17:05,Catskinner,1
2016-02-08 10:17:07,T-BAR,1
2016-02-08 10:19:05,Showcase,1
2016-02-08 10:23:09,Spanky's Ladder,1
2016-02-08 10:27:06,Symphony,1
2016-02-08 10:27:08,Flute Bowl,1
2016-02-08 10:35:04,Franz's,1
2016-02-08 11:31:04,Blackcomb Glacier,1
2016-02-09 00:00:00,Franz's,0
2016-02-09 09:15:04,Excalibur Gondola (Lower),1
2016-02-09 09:15:04,Excalibur Gondola,1
2016-02-09 09:15:16,Excelerator,1
2016-02-09 09:15:29,Blackcomb Gondola,1
2016-02-09 09:15:41,Blackcomb Gondola (Lower),1
2016-02-09 09:17:04,Red Chair,1
2016-02-09 09:17:17,Creekside Gondola,1
2016-02-09 09:17:29,Emerald,1
2016-02-09 09:17:41,Fitzsimmons,1
2016-02-09 09:17:54,Garbanzo,1
2016-02-09 09:18:06,Whistler Village Gondola (Lower),1
2016-02-09 09:18:06,Whistler Village Gondola,1
2016-02-09 09:48:13,Peak,1
2016-02-09 09:50:04,Jersey Cream,1
2016-02-09 09:53:11,Peak 2 Peak,1
2016-02-09 10:15:12,Harmony,1
2016-02-09 10:21:05,Catskinner,1
2016-02-09 10:21:08,Crystal,1
2016-02-09 10:32:05,Olympic,1
2016-02-09 10:32:07,T-BAR,1
2016-02-09 10:41:05,Symphony,1
2016-02-09 10:41:07,Flute Bowl,1
2016-02-09 10:51:13,7th Heaven,1
2016-02-09 10:51:35,Glacier,1
2016-02-09 10:51:49,Showcase,1
2016-02-09 10:52:01,Blackcomb Glacier,1
2016-02-09 11:31:09,Spanky's Ladder,1
2016-02-10 00:00:00,Franz's,0
2016-02-10 09:06:04,Red Chair,1
2016-02-10 09:06:07,Emerald,1
2016-02-10 09:06:09,Garbanzo,1
2016-02-10 09:18:04,Excalibur Gondola (Lower),1
2016-02-10 09:18:04,Excalibur Gondola,1
2016-02-10 09:18:17,Excelerator,1
2016-02-10 09:18:29,Blackcomb Gondola,1
2016-02-10 09:18:41,Blackcomb Gondola (Lower),1
2016-02-10 09:18:53,Creekside Gondola,1
2016-02-10 09:19:06,Whistler Village Gondola (Lower),1
2016-02-10 09:19:06,Whistler Village Gondola,1
2016-02-10 09:21:04,Fitzsimmons,1
2016-02-10 09:26:04,Olympic,1
2016-02-10 09:32:04,Jersey Cream,1
2016-02-10 09:50:12,Peak 2 Peak,1
2016-02-10 09:50:24,Peak,1
2016-02-10 09:51:05,Crystal,1
2016-02-10 10:15:04,Catskinner,1
2016-02-10 10:20:13,Harmony,1
2016-02-10 10:22:04,T-BAR,1
2016-02-10 10:27:12,Glacier,1
2016-02-10 10:27:20,Spanky's Ladder,1
2016-02-10 10:48:04,Showcase,1
2016-02-10 10:48:07,Blackcomb Glacier,1
2016-02-10 11:01:13,7th Heaven,1
2016-02-10 11:26:05,Symphony,1
2016-02-10 11:29:05,Flute Bowl,1
2016-02-11 00:00:00,Franz's,0
2016-02-11 09:15:04,Red Chair,1
2016-02-11 09:15:16,Creekside Gondola,1
2016-02-11 09:15:29,Emerald,1
2016-02-11 09:15:41,Fitzsimmons,1
2016-02-11 09:15:53,Whistler Village Gondola (Lower),1
2016-02-11 09:15:53,Whistler Village Gondola,1
2016-02-11 09:17:04,Excalibur Gondola,1
2016-02-11 09:17:04,Excalibur Gondola (Lower),1
2016-02-11 09:17:16,Excelerator,1
2016-02-11 09:17:28,Blackcomb Gondola,1
2016-02-11 09:17:41,Blackcomb Gondola (Lower),1
2016-02-11 09:17:53,Garbanzo,1
2016-02-11 09:32:05,Jersey Cream,1
2016-02-11 09:35:04,Olympic,1
2016-02-11 09:44:11,Peak 2 Peak,1
2016-02-11 09:51:13,Peak,1
2016-02-11 09:53:06,Crystal,1
2016-02-11 10:08:13,7th Heaven,1
2016-02-11 10:08:27,Catskinner,1
2016-02-11 10:08:48,Glacier,1
2016-02-11 10:09:18,Spanky's Ladder,1
2016-02-11 10:16:05,T-BAR,1
2016-02-11 10:20:13,Harmony,1
2016-02-11 10:37:05,Showcase,1
2016-02-11 10:37:08,Blackcomb Glacier,1
2016-02-11 11:13:05,Symphony,1
2016-02-11 11:21:05,Flute Bowl,1
2016-02-12 00:00:00,Flute Bowl,0
2016-02-12 00:00:00,Franz's,0
2016-02-12 09:06:04,Red Chair,1
2016-02-12 09:06:06,Emerald,1
2016-02-12 09:07:04,Garbanzo,1
2016-02-12 09:15:05,Excalibur Gondola (Lower),1
2016-02-12 09:15:05,Excalibur Gondola,1
2016-02-12 09:15:17,Excelerator,1
2016-02-12 09:15:29,Blackcomb Gondola,1
2016-02-12 09:15:42,Blackcomb Gondola (Lower),1
2016-02-12 09:15:54,Creekside Gondola,1
2016-02-12 09:16:06,Fitzsimmons,1
2016-02-12 09:16:18,Whistler Village Gondola (Lower),1
2016-02-12 09:16:18,Whistler Village Gondola,1
2016-02-12 09:47:05,Olympic,1
2016-02-12 09:51:04,Jersey Cream,1
2016-02-12 09:55:11,Peak 2 Peak,1
2016-02-12 10:00:06,Crystal,1
2016-02-12 10:19:04,Catskinner,1
2016-02-12 11:08:13,Harmony,1
2016-02-12 11:14:13,Glacier,1
2016-02-12 11:14:35,Peak,1
2016-02-12 12:08:05,Symphony,1
2016-02-12 12:24:09,Spanky's Ladder,1
2016-02-12 12:38:04,Showcase,1
2016-02-12 12:38:07,Blackcomb Glacier,1
2016-02-12 12:39:13,7th Heaven,1
2016-02-12 13:01:09,T-BAR,1
2016-02-13 09:01:04,Excalibur Gondola,1
2016-02-13 09:01:04,Excalibur Gondola (Lower),1
2016-02-13 09:01:16,Excelerator,1
2016-02-13 09:01:29,Blackcomb Gondola,1
2016-02-13 09:01:41,Blackcomb Gondola (Lower),1
2016-02-13 09:01:53,Fitzsimmons,1
2016-02-13 09:03:04,Red Chair,1
2016-02-13 09:03:17,Creekside Gondola,1
2016-02-13 09:03:29,Emerald,1
2016-02-13 09:03:41,Whistler Village Gondola,1
2016-02-13 09:03:41,Whistler Village Gondola (Lower),1
2016-02-13 09:06:04,Garbanzo,1
2016-02-13 09:31:05,Jersey Cream,1
2016-02-13 09:54:04,Olympic,1
2016-02-13 10:04:06,Crystal,1
2016-02-13 10:13:12,Peak 2 Peak,1
2016-02-13 10:20:13,Harmony,1
2016-02-13 10:20:25,Peak,1
2016-02-13 10:24:04,T-BAR,1
2016-02-13 10:28:04,Catskinner,1
2016-02-13 10:28:14,Glacier,1
2016-02-13 10:28:23,Spanky's Ladder,1
2016-02-13 10:46:04,Showcase,1
2016-02-13 10:46:07,Blackcomb Glacier,1
2016-02-13 11:00:05,Symphony,1
2016-02-13 11:02:04,Flute Bowl,1
2016-02-13 11:18:13,7th Heaven,1
2016-02-13 11:20:04,Franz's,1
2016-02-14 00:00:00,Excalibur Gondola,0
2016-02-14 00:00:00,Emerald,0
2016-02-14 00:00:00,Crystal,0
2016-02-14 00:00:00,Blackcomb Glacier,0
2016-02-14 00:00:00,Franz's,0
2016-02-14 00:00:00,Symphony,0
2016-02-14 00:00:00,Flute Bowl,0
2016-02-14 00:00:00,Jersey Cream,0
2016-02-14 00:00:00,Excelerator,0
2016-02-14 00:00:00,Blackcomb Gondola,0
2016-02-14 00:00:00,Garbanzo,0
2016-02-14 00:00:00,7th Heaven,0
2016-02-14 00:00:00,Whistler Village Gondola,0
2016-02-14 00:00:00,Glacier,0
2016-02-14 00:00:00,Olympic,0
2016-02-14 00:00:00,Peak 2 Peak,0
2016-02-14 00:00:00,Showcase,0
2016-02-14 00:00:00,Fitzsimmons,0
2016-02-14 00:00:00,Creekside Gondola,0
2016-02-14 00:00:00,Red Chair,0
2016-02-14 00:00:00,Spanky's Ladder,0
2016-02-14 00:00:00,Blackcomb Gondola (Lower),0
2016-02-14 00:00:00,Catskinner,0
2016-02-14 00:00:00,T-BAR,0
2016-02-14 00:00:00,Harmony,0
2016-02-14 00:00:00,Excalibur Gondola (Lower),0
2016-02-14 00:00:00,Peak,0
2016-02-14 00:00:00,Whistler Village Gondola (Lower),0
2016-02-15 00:00:00,Blackcomb Gondola (Lower),0
2016-02-15 00:00:00,Harmony,0
2016-02-15 00:00:00,Crystal,0
2016-02-15 00:00:00,Excelerator,0
2016-02-15 00:00:00,Creekside Gondola,0
2016-02-15 00:00:00,Franz's,0
2016-02-15 00:00:00,Showcase,0
2016-02-15 00:00:00,Emerald,0
2016-02-15 00:00:00,Spanky's Ladder,0
2016-02-15 00:00:00,Peak,0
2016-02-15 00:00:00,Jersey Cream,0
2016-02-15 00:00:00,Garbanzo,0
2016-02-15 00:00:00,T-BAR,0
2016-02-15 00:00:00,Whistler Village Gondola,0
2016-02-15 00:00:00,Flute Bowl,0
2016-02-15 00:00:00,Whistler Village Gondola (Lower),0
2016-02-15 00:00:00,Olympic,0
2016-02-15 00:00:00,Symphony,0
2016-02-15 00:00:00,Blackcomb Gondola,0
2016-02-15 00:00:00,Red Chair,0
2016-02-15 00:00:00,Excalibur Gondola,0
2016-02-15 00:00:00,Fitzsimmons,0
2016-02-15 00:00:00,Catskinner,0
2016-02-15 00:00:00,Blackcomb Glacier,0
2016-02-15 00:00:00,Peak 2 Peak,0
2016-02-15 00:00:00,7th Heaven,0
2016-02-15 00:00:00,Excalibur Gondola (Lower),0
2016-02-15 00:00:00,Glacier,0
2016-02-16 00:00:00,Excalibur Gondola,0
2016-02-16 00:00:00,Emerald,0
2016-02-16 00:00:00,Spanky's Ladder,0
2016-02-16 00:00:00,Glacier,0
2016-02-16 00:00:00,Garbanzo,0
2016-02-16 00:00:00,T-BAR,0
2016-02-16 00:00:00,Showcase,0
2016-02-16 00:00:00,Olympic,0
2016-02-16 00:00:00,Flute Bowl,0
2016-02-16 00:00:00,7th Heaven,0
2016-02-16 00:00:00,Whistler Village Gondola (Lower),0
2016-02-16 00:00:00,Symphony,0
2016-02-16 00:00:00,Peak,0
2016-02-16 00:00:00,Blackcomb Gondola,0
2016-02-16 00:00:00,Whistler Village Gondola,0
2016-02-16 00:00:00,Franz's,0
2016-02-16 00:00:00,Jersey Cream,0
2016-02-16 00:00:00,Red Chair,0
2016-02-16 00:00:00,Fitzsimmons,0
2016-02-16 00:00:00,Catskinner,0
2016-02-16 00:00:00,Peak 2 Peak,0
2016-02-16 00:00:00,Harmony,0
2016-02-16 00:00:00,Crystal,0
2016-02-16 00:00:00,Excelerator,0
2016-02-16 00:00:00,Blackcomb Gondola (Lower),0
2016-02-16 00:00:00,Excalibur Gondola (Lower),0
2016-02-16 00:00:00,Blackcomb Glacier,0
2016-02-16 00:00:00,Creekside Gondola,0
2016-02-17 00:00:00,Franz's,0
2016-02-17 09:08:04,Red Chair,1
2016-02-17 09:08:07,Emerald,1
2016-02-17 09:16:04,Creekside Gondola,1
2016-02-17 09:16:07,Fitzsimmons,1
2016-02-17 09:16:09,Whistler Village Gondola (Lower),1
2016-02-17 09:16:09,Whistler Village Gondola,1
2016-02-17 09:18:04,Excalibur Gondola (Lower),1
2016-02-17 09:18:04,Excalibur Gondola,1
2016-02-17 09:18:16,Excelerator,1
2016-02-17 09:18:29,Blackcomb Gondola,1
2016-02-17 09:18:41,Blackcomb Gondola (Lower),1
2016-02-17 09:31:04,Garbanzo,1
2016-02-17 09:46:04,Jersey Cream,1
2016-02-17 09:47:04,Olympic,1
2016-02-17 10:05:13,Peak,1
2016-02-17 10:08:14,Harmony,1
2016-02-17 10:15:12,Peak 2 Peak,1
2016-02-17 10:28:13,7th Heaven,1
2016-02-17 10:28:34,Glacier,1
2016-02-17 10:29:03,Spanky's Ladder,1
2016-02-17 10:33:04,T-BAR,1
2016-02-17 10:34:04,Catskinner,1
2016-02-17 10:59:05,Symphony,1
2016-02-17 10:59:07,Flute Bowl,1
2016-02-17 11:08:05,Showcase,1
2016-02-17 11:08:08,Blackcomb Glacier,1
2016-02-17 11:27:05,Crystal,1
2016-02-18 00:00:00,Flute Bowl,0
2016-02-18 00:00:00,Franz's,0
2016-02-18 09:16:04,Excalibur Gondola,1
2016-02-18 09:16:04,Excalibur Gondola (Lower),1
2016-02-18 09:16:16,Excelerator,1
2016-02-18 09:16:29,Blackcomb Gondola,1
2016-02-18 09:16:41,Blackcomb Gondola (Lower),1
2016-02-18 09:16:53,Red Chair,1
2016-02-18 09:17:06,Creekside Gondola,1
2016-02-18 09:17:18,Emerald,1
2016-02-18 09:17:30,Fitzsimmons,1
2016-02-18 09:17:42,Whistler Village Gondola (Lower),1
2016-02-18 09:17:42,Whistler Village Gondola,1
2016-02-18 09:33:04,Jersey Cream,1
2016-02-18 09:33:06,Garbanzo,1
2016-02-18 10:01:12,Peak 2 Peak,1
2016-02-18 10:22:13,7th Heaven,1
2016-02-18 10:34:13,Glacier,1
2016-02-18 10:38:04,Olympic,1
2016-02-18 10:45:05,Catskinner,1
2016-02-18 10:49:13,Harmony,1
2016-02-18 11:02:13,Peak,1
2016-02-18 11:04:04,T-BAR,1
2016-02-18 11:07:06,Crystal,1
2016-02-18 11:07:18,Showcase,1
2016-02-18 11:07:47,Spanky's Ladder,1
2016-02-18 11:12:05,Symphony,1
2016-02-18 12:19:05,Blackcomb Glacier,1
2016-02-19 00:00:00,Franz's,0
2016-02-19 09:02:04,Creekside Gondola,1
2016-02-19 09:07:04,Red Chair,1
2016-02-19 09:07:06,Emerald,1
2016-02-19 09:17:04,Fitzsimmons,1
2016-02-19 09:18:04,Excalibur Gondola (Lower),1
2016-02-19 09:18:04,Excalibur Gondola,1
2016-02-19 09:18:16,Excelerator,1
2016-02-19 09:18:28,Blackcomb Gondola,1
2016-02-19 09:18:40,Blackcomb Gondola (Lower),1
2016-02-19 09:18:53,Whistler Village Gondola (Lower),1
2016-02-19 09:18:53,Whistler Village Gondola,1
2016-02-19 09:29:04,Garbanzo,1
2016-02-19 09:31:13,Peak,1
2016-02-19 09:34:04,Jersey Cream,1
2016-02-19 09:40:12,Peak 2 Peak,1
2016-02-19 09:52:05,Olympic,1
2016-02-19 10:01:06,Crystal,1
2016-02-19 10:07:05,T-BAR,1
2016-02-19 10:21:13,Harmony,1
2016-02-19 10:24:04,Catskinner,1
2016-02-19 10:39:13,7th Heaven,1
2016-02-19 10:40:13,Glacier,1
2016-02-19 10:56:10,Spanky's Ladder,1
2016-02-19 10:57:05,Showcase,1
2016-02-19 10:57:08,Blackcomb Glacier,1
2016-02-19 11:06:05,Symphony,1
2016-02-19 11:06:07,Flute Bowl,1
2016-02-20 00:00:00,Franz's,0
2016-02-20 09:03:05,Excalibur Gondola,1
2016-02-20 09:03:05,Excalibur Gondola (Lower),1
2016-02-20 09:03:17,Excelerator,1
2016-02-20 09:03:29,Blackcomb Gondola,1
2016-02-20 09:03:42,Blackcomb Gondola (Lower),1
2016-02-20 09:03:54,Red Chair,1
2016-02-20 09:04:06,Creekside Gondola,1
2016-02-20 09:04:18,Emerald,1
2016-02-20 09:04:31,Fitzsimmons,1
2016-02-20 09:04:43,Whistler Village Gondola,1
2016-02-20 09:04:43,Whistler Village Gondola (Lower),1
2016-02-20 09:18:04,Garbanzo,1
2016-02-20 09:38:04,Jersey Cream,1
2016-02-20 09:57:12,Peak 2 Peak,1
2016-02-20 09:58:13,Peak,1
2016-02-20 10:01:04,Olympic,1
2016-02-20 10:12:13,Harmony,1
2016-02-20 10:20:13,7th Heaven,1
2016-02-20 10:20:16,Catskinner,1
2016-02-20 10:20:19,Crystal,1
2016-02-20 10:21:13,Glacier,1
2016-02-20 10:21:22,Spanky's Ladder,1
2016-02-20 10:29:05,Showcase,1
2016-02-20 10:29:07,Blackcomb Glacier,1
2016-02-20 10:31:04,T-BAR,1
2016-02-20 11:09:05,Symphony,1
2016-02-20 13:56:04,Flute Bowl,1
2016-02-21 00:00:00,Franz's,0
2016-02-21 09:02:04,Excalibur Gondola (Lower),1
2016-02-21 09:02:04,Excalibur Gondola,1
2016-02-21 09:02:16,Excelerator,1
2016-02-21 09:02:28,Blackcomb Gondola,1
2016-02-21 09:02:41,Blackcomb Gondola (Lower),1
2016-02-21 09:02:53,Red Chair,1
2016-02-21 09:03:05,Garbanzo,1
2016-02-21 09:03:18,Whistler Village Gondola (Lower),1
2016-02-21 09:03:18,Whistler Village Gondola,1
2016-02-21 09:04:04,Creekside Gondola,1
