Date/Time,Max Temp (°C),Min Temp (°C),Mean Temp (°C),Total Rain (mm),Total Rain Flag,Total Snow (cm),Total Snow Flag,Snow on Grnd (cm)
2019-01-29,5.0,-3.0,1.0,0.0,0,0.0,0,242.0
2019-01-30,4.0,0.5,2.3,0.0,0,0.0,1,238.0
2019-01-31,2.5,-0.5,1.0,0.0,0,30.0,0,235.0
2019-02-01,0.0,-3.5,-1.8,0.0,0,19.0,0,266.0
2019-02-02,-3.5,-5.5,-4.5,0.0,0,3.0,0,270.0
2019-02-03,-15.5,-23.0,-19.3,0.0,0,9.0,0,271.0
2019-02-04,-13.5,-26.5,-20.0,0.0,0,0.0,0,268.0
2019-02-05,-6.0,-17.5,-11.8,0.0,0,0.0,0,265.0
2019-02-06,-6.0,-14.0,-10.0,0.0,0,0.0,0,257.0
2019-02-07,-4.5,-11.5,-8.0,0.0,0,0.0,1,255.0
2019-02-08,-10.0,-15.0,-12.5,0.0,0,0.0,0,250.0
2019-02-09,-11.5,-23.5,-17.5,0.0,0,0.0,0,249.0
2019-02-10,-11.0,-19.5,-15.3,0.0,0,0.2,0,246.0
2019-02-11,-14.0,-22.0,-18.0,0.0,0,7.2,0,241.0
2019-02-12,-8.5,-18.5,-13.5,0.0,0,15.0,0,251.0
2019-02-13,-6.0,-15.0,-10.5,0.0,0,0.0,0,259.0
2019-02-14,-4.5,-13.0,-8.8,0.0,0,6.0,0,256.0
2019-02-15,-4.5,-11.5,-8.0,0.0,0,2.0,0,260.0
2019-02-16,-5.0,-13.0,-9.0,0.0,0,0.0,1,253.0
2019-02-17,-6.5,-10.0,-8.3,0.0,0,0.0,0,250.0
2019-02-18,-4.0,-10.5,-7.3,0.0,0,0.0,1,249.0
2019-02-19,-6.5,-10.0,-8.3,0.0,0,1.0,0,248.0
2019-02-20,-6.5,-11.5,-9.0,0.0,0,0.0,0,247.0
2019-02-21,-6.0,-13.5,-9.8,0.0,0,7.0,0,245.0
2019-02-22,-7.0,-11.0,-9.0,0.0,0,15.0,0,250.0
2019-02-23,-7.0,-11.0,-9.0,0.0,0,0.0,0,259.0
2019-02-24,-10.5,-13.0,-11.8,0.0,0,0.0,0,253.0
2019-02-25,-13.5,-18.5,-16.0,0.0,0,0.0,0,250.0
2019-02-26,-12.5,-19.5,-16.0,0.0,0,0.0,0,248.0
2019-02-27,-7.0,-16.0,-11.5,0.0,0,9.0,0,245.0
2019-02-28,-7.0,-10.5,-8.8,0.0,0,1.0,0,252.0
2019-03-01,-5.5,-11.5,-8.5,0.0,0,0.0,0,247.0
2019-03-02,-9.5,-13.0,-11.3,0.0,0,0.0,0,245.0
2019-03-03,-12.5,-19.0,-15.8,0.0,0,0.0,0,244.0
2019-03-04,-10.5,-18.5,-14.5,0.0,0,0.0,0,243.0
2019-03-05,-10.5,-15.0,-12.8,0.0,0,0.0,1,243.0
2019-03-06,-5.0,-13.0,-9.0,0.0,0,8.0,0,241.0
2019-03-07,-7.5,-11.0,-9.3,0.0,0,3.0,0,246.0
2019-03-08,-6.0,-14.0,-10.0,0.0,0,0.0,0,247.0
2019-03-09,-3.0,-11.5,-7.3,0.0,0,0.0,0,245.0
2019-03-10,-2.5,-9.5,-6.0,0.0,0,0.0,0,243.0
2019-03-11,-5.5,-7.5,-6.5,0.0,0,28.0,0,239.0
2019-03-12,-2.5,-9.0,-5.8,0.0,0,0.0,1,267.0
2019-03-13,-2.5,-10.0,-6.3,0.0,0,0.0,0,260.0
2019-03-14,-3.5,-7.0,-5.3,0.0,0,4.0,0,259.0
2019-03-15,0.5,-5.5,-2.5,0.0,0,0.0,0,258.0
2019-03-16,4.0,-4.5,-0.3,0.0,0,0.0,0,255.0
2019-03-17,5.5,-2.0,1.8,0.0,0,0.0,0,250.0
2019-03-18,9.0,1.0,5.0,0.0,0,0.0,0,246.0
2019-03-19,10.5,3.5,7.0,0.0,0,0.0,0,243.0
2019-03-20,10.5,4.5,7.5,0.0,0,0.0,0,240.0
2019-03-21,8.5,2.5,5.5,0.0,0,0.0,0,236.0
2019-03-22,5.0,0.0,2.5,0.0,0,4.0,0,232.0
2019-03-23,1.0,-4.0,-1.5,0.0,0,0.0,0,233.0
2019-03-24,2.0,-3.0,-0.5,0.0,0,0.0,1,229.0
2019-03-25,4.0,-2.5,0.8,0.0,0,8.0,0,229.0
2019-03-26,-2.5,-4.5,-3.5,0.0,0,0.0,1,236.0
2019-03-27,1.0,-6.0,-2.5,0.0,0,0.0,0,233.0
2019-03-28,4.0,-3.5,0.3,0.0,0,0.0,0,230.0
2019-03-29,5.5,-1.5,2.0,0.0,0,0.0,0,228.0
2019-03-30,4.5,-1.5,1.5,0.0,0,0.0,0,227.0
2019-03-31,6.5,-1.5,2.5,0.0,0,0.0,0,226.0
2019-04-01,4.5,-2.0,1.3,0.0,0,0.0,0,225.0
2019-04-02,5.0,-2.5,1.3,0.0,0,1.0,0,225.0
2019-04-03,1.0,-2.0,-0.5,0.0,0,5.0,0,223.0
2019-04-04,3.5,-2.0,0.8,0.0,0,2.0,0,228.0
2019-04-05,0.5,-1.0,-0.3,0.0,0,9.0,0,225.0
2019-04-06,-3.0,-4.5,-3.8,0.0,0,23.0,0,235.0
2019-04-07,-1.5,-4.5,-3.0,0.0,0,1.0,0,253.0
2019-04-08,1.0,-6.5,-2.8,0.0,0,4.0,0,241.0
2019-04-09,4.0,-4.5,-0.3,0.0,0,0.0,1,244.0
2019-04-10,-0.5,-4.0,-2.3,0.0,0,3.0,0,237.0
2019-04-11,-1.5,-6.5,-4.0,0.0,0,4.0,0,238.0
2019-04-12,1.0,-5.5,-2.3,0.0,0,2.0,0,240.0
2019-04-13,-2.0,-4.0,-3.0,0.0,0,5.0,0,238.0
2019-04-14,-1.5,-6.5,-4.0,0.0,0,4.0,0,244.0
2019-04-15,-1.0,-8.5,-4.8,0.0,0,0.0,0,246.0
2019-04-16,-2.0,-8.0,-5.0,0.0,0,0.0,0,244.0
2019-04-17,3.5,-4.0,-0.3,15.8,0,0.0,0,245.0
2019-11-26,-8.5,-11.0,-9.8,0.0,0,0.0,1,27.0
2019-11-27,-12.0,-13.5,-12.8,0.0,0,0.0,0,27.0
2019-11-28,-9.5,-16.5,-13.0,0.0,0,0.0,0,27.0
2019-11-29,-5.0,-13.0,-9.0,0.0,0,0.0,0,28.0
2019-11-30,-4.0,-10.5,-7.3,0.0,0,0.0,0,28.0
2019-12-01,-3.0,-7.5,-5.3,0.0,0,4.0,0,27.0
2019-12-02,-0.5,-7.0,-3.8,0.0,0,4.0,0,30.0
2019-12-03,0.5,-2.0,-0.8,0.0,0,7.0,0,34.0
2019-12-04,0.5,-1.5,-0.5,0.0,0,1.0,0,39.0
2019-12-05,1.0,-7.5,-3.3,8.3,0,1.0,0,50.0
2019-12-06,1.5,-1.5,0.0,0.8,0,1.0,0,38.0
2019-12-07,0.0,-1.0,-0.5,0.0,0,2.0,0,38.0
2019-12-08,1.0,-5.0,-2.0,0.0,0,0.0,0,40.0
2019-12-09,4.0,-3.0,0.5,0.0,0,0.0,0,39.0
2019-12-10,1.0,-3.0,-1.0,0.0,0,1.0,0,38.0
2019-12-11,-2.0,-5.5,-3.8,0.0,0,11.0,0,39.0
2019-12-12,-1.0,-4.0,-2.5,0.0,0,4.0,0,50.0
2019-12-13,-3.0,-5.0,-4.0,0.0,0,0.0,1,50.0
2019-12-14,-6.0,-8.0,-7.0,0.0,0,0.0,1,50.0
2019-12-15,-4.5,-10.5,-7.5,0.0,0,0.0,1,50.0
2019-12-16,-1.5,-7.0,-4.3,0.0,0,10.0,0,48.0
2019-12-17,-1.0,-2.5,-1.8,0.0,0,20.0,0,60.0
2019-12-18,-2.5,-5.0,-3.8,0.0,0,16.0,0,75.0
2019-12-19,-0.5,-5.0,-2.8,0.0,0,31.0,0,87.0
2019-12-20,-2.5,-5.0,-3.8,0.0,0,11.0,0,106.0
2019-12-21,-4.0,-5.5,-4.8,0.0,0,0.0,1,109.0
2019-12-22,-4.5,-7.5,-6.0,0.0,0,0.0,0,103.0
2019-12-23,-4.0,-8.5,-6.3,0.0,0,0.0,1,98.0
2019-12-24,-6.5,-10.0,-8.3,0.0,0,1.0,0,97.0
2019-12-25,-5.0,-9.0,-7.0,0.0,0,0.0,0,95.0
2019-12-26,-4.5,-7.5,-6.0,0.0,0,7.0,0,90.0
2019-12-27,-1.5,-8.0,-4.8,0.0,0,0.0,1,95.0
2019-12-28,-0.5,-7.5,-4.0,0.0,0,2.0,0,93.0
2019-12-29,1.0,-2.5,-0.8,0.0,0,1.0,0,92.0
2019-12-30,-1.0,-3.0,-2.0,0.0,0,14.0,0,92.0
2019-12-31,1.0,-3.0,-1.0,0.0,0,27.0,0,104.0
2020-01-01,-2.0,-3.5,-2.8,0.0,0,0.0,1,120.0
2020-01-02,-0.5,-9.5,-5.0,0.0,0,18.0,0,118.0
2020-01-03,0.5,-9.0,-4.3,0.0,0,41.0,0,134.0
2020-01-04,-5.0,-9.0,-7.0,0.0,0,10.0,0,160.0
2020-01-05,-5.0,-7.5,-6.3,0.0,0,18.0,0,161.0
2020-01-06,0.5,-9.0,-4.3,0.0,0,21.0,0,164.0
2020-01-07,-0.5,-2.0,-1.3,0.0,0,45.0,0,175.0
2020-01-08,-7.5,-8.5,-8.0,0.0,0,1.0,0,202.0
2020-01-09,-7.5,-12.0,-9.8,0.0,0,9.0,0,192.0
2020-01-10,-4.5,-10.0,-7.3,0.0,0,15.0,0,191.0
2020-01-11,-4.5,-7.0,-5.8,0.0,0,11.0,0,194.0
2020-01-12,-6.5,-14.0,-10.3,0.0,0,14.0,0,196.0
2020-01-13,-13.5,-21.5,-17.5,0.0,0,0.0,1,198.0
2020-01-14,-12.0,-23.5,-17.8,0.0,0,3.0,0,194.0
2020-01-15,-7.5,-22.0,-14.8,0.0,0,32.0,0,189.0
2020-01-16,-8.0,-15.0,-11.5,0.0,0,14.0,0,214.0
2020-01-17,-6.0,-13.5,-9.8,0.0,0,8.0,0,212.0
2020-01-18,-1.5,-13.0,-7.3,0.0,0,18.0,0,211.0
2020-01-19,2.5,-4.0,-0.8,6.8,0,8.0,0,216.0
2020-01-20,-0.5,-2.0,-1.3,0.0,0,13.0,0,207.0
2020-01-21,-2.0,-4.5,-3.3,0.0,0,30.0,0,208.0
2020-01-22,0.0,-5.0,-2.5,0.0,0,32.0,0,227.0
2020-01-23,1.0,-4.5,-1.8,0.0,0,10.0,0,247.0
2020-01-24,-0.5,-2.5,-1.5,0.0,0,14.0,0,238.0
2020-01-25,-0.5,-5.0,-2.8,0.0,0,5.0,0,235.0
2020-01-26,-2.0,-5.0,-3.5,0.0,0,15.0,0,232.0
2020-01-27,-3.0,-7.0,-5.0,0.0,0,9.0,0,238.0
2020-01-28,-0.5,-7.0,-3.8,0.0,0,7.0,0,239.0
2020-01-29,-1.0,-4.5,-2.8,0.0,0,16.0,0,241.0
2020-01-30,1.0,-6.5,-2.8,0.0,0,18.0,0,245.0
2020-01-31,1.5,-5.5,-2.0,38.1,0,18.0,0,255.0
2020-02-01,-0.5,-8.0,-4.3,0.0,0,1.0,0,253.0
2020-02-02,-7.0,-14.0,-10.5,0.0,0,7.0,0,246.0
2020-02-03,-7.0,-15.5,-11.3,0.0,0,1.0,0,247.0
2020-02-04,-3.0,-15.0,-9.0,0.0,0,7.0,0,246.0
2020-02-05,-0.5,-6.5,-3.5,0.0,0,1.0,0,249.0
2020-02-06,-2.5,-5.0,-3.8,0.0,0,8.0,0,247.0
2020-02-07,-2.0,-7.0,-4.5,0.0,0,12.0,0,252.0
2020-02-08,-4.0,-8.0,-6.0,0.0,0,0.0,0,258.0
2020-02-09,-0.5,-9.5,-5.0,0.0,0,0.0,0,254.0
2020-02-10,1.5,-5.0,-1.8,0.0,0,0.0,1,252.0
2020-02-11,-4.0,-5.0,-4.5,0.0,0,0.0,0,248.0
2020-02-12,-0.5,-7.0,-3.8,0.0,0,3.0,0,243.0
2020-02-13,-5.0,-8.0,-6.5,0.0,0,7.0,0,245.0
2020-02-14,-4.5,-8.0,-6.3,0.0,0,4.0,0,247.0
2020-02-15,-3.5,-8.0,-5.8,0.0,0,0.0,1,246.0
2020-02-16,-6.0,-9.0,-7.5,0.0,0,1.0,0,243.0
2020-02-17,-5.5,-11.0,-8.3,0.0,0,0.0,0,243.0
2020-02-18,-1.5,-11.0,-6.3,0.0,0,0.0,0,242.0
2020-02-19,2.5,-8.0,-2.8,0.0,0,0.0,0,242.0
2020-02-20,1.0,-4.5,-1.8,0.0,0,0.0,0,238.0
2020-02-21,-1.5,-3.5,-2.5,0.0,0,11.0,0,238.0
2020-02-22,-2.0,-6.0,-4.0,0.0,0,9.0,0,248.0
2020-02-23,-4.5,-7.5,-6.0,0.0,0,13.0,0,253.0
2020-02-24,-5.5,-9.5,-7.5,0.0,0,0.0,0,258.0
2020-02-25,-1.0,-10.0,-5.5,0.0,0,1.0,0,254.0
2020-02-26,-2.5,-6.5,-4.5,0.0,0,0.0,1,252.0
2020-02-27,-1.5,-6.0,-3.8,0.0,0,1.0,0,250.0
2020-02-28,-2.0,-6.0,-4.0,0.0,0,21.0,0,249.0
2020-02-29,-4.5,-8.0,-6.3,0.0,0,0.0,1,264.0
2020-03-01,-5.5,-9.0,-7.3,0.0,0,1.0,0,260.0
2020-03-02,-2.5,-8.0,-5.3,0.0,0,1.0,0,257.0
2020-03-03,-2.5,-5.5,-4.0,0.0,0,1.0,0,255.0
2020-03-04,-5.0,-9.5,-7.3,0.0,0,3.0,0,253.0
2020-03-05,-4.0,-9.5,-6.8,0.0,0,32.0,0,252.0
2020-03-06,-5.0,-11.5,-8.3,0.0,0,0.0,0,273.0
2020-03-07,-5.5,-12.0,-8.8,0.0,0,6.0,0,268.0
2020-03-08,-6.5,-11.5,-9.0,0.0,0,0.0,0,268.0
2020-03-09,-5.0,-12.0,-8.5,0.0,0,3.0,0,265.0
2020-03-10,-3.5,-9.0,-6.3,0.0,0,2.0,0,264.0
2020-03-11,-2.0,-8.0,-5.0,0.0,0,0.0,0,260.0
2020-03-12,-5.0,-11.5,-8.3,0.0,0,2.0,0,258.0
2020-03-13,-10.0,-13.0,-11.5,0.0,0,0.0,0,258.0
2020-03-14,-15.5,-22.0,-18.8,0.0,0,0.0,0,255.0
2020-11-26,-1.0,-7.5,-4.3,0.0,0,0.0,1,86.0
2020-11-27,-0.5,-4.0,-2.3,0.0,0,8.0,0,79.0
2020-11-28,-1.0,-6.5,-3.8,0.0,0,0.0,1,88.0
2020-11-29,-0.5,-7.5,-4.0,0.0,0,17.0,0,86.0
2020-11-30,-2.0,-4.5,-3.3,0.0,0,5.0,0,98.0
2020-12-01,8.0,-8.0,0.0,0.0,0,0.0,0,99.0
2020-12-02,10.5,-3.0,3.8,0.0,0,0.0,0,96.0
2020-12-03,5.0,1.0,3.0,0.0,0,0.0,0,94.0
2020-12-04,7.0,-3.0,2.0,0.0,0,0.0,0,92.0
2020-12-05,8.0,4.0,6.0,0.0,0,0.0,1,88.0
2020-12-06,0.5,-1.0,-0.3,0.0,1,4.0,0,88.0
2020-12-07,2.5,-1.5,0.5,31.9,0,15.0,0,90.0
2020-12-08,1.5,-1.0,0.3,0.0,0,6.0,0,99.0
2020-12-09,-2.5,-4.5,-3.5,0.0,0,1.0,0,97.0
2020-12-10,-3.5,-7.0,-5.3,0.0,0,3.0,0,98.0
2020-12-11,-5.5,-7.0,-6.3,0.0,0,2.0,0,99.0
2020-12-12,0.0,-9.0,-4.5,0.0,0,1.0,0,100.0
2020-12-13,-3.0,-7.0,-5.0,0.0,0,3.0,0,100.0
2020-12-14,-3.5,-5.0,-4.3,0.0,0,9.0,0,101.0
2020-12-15,-3.5,-6.0,-4.8,0.0,0,1.0,0,109.0
2020-12-16,-1.5,-4.0,-2.8,0.0,0,12.0,0,108.0
2020-12-17,-2.5,-4.5,-3.5,0.0,0,3.0,0,118.0
2020-12-18,-1.5,-5.0,-3.3,0.0,0,19.0,0,118.0
2020-12-19,0.5,-6.0,-2.8,0.0,0,21.0,0,132.0
2020-12-20,-3.0,-5.0,-4.0,0.0,0,3.0,0,146.0
2020-12-21,-7.0,-8.0,-7.5,0.0,0,19.0,0,145.0
2020-12-22,-4.0,-12.0,-8.0,0.0,0,0.0,0,155.0
2020-12-23,4.0,-9.5,-2.8,0.0,0,0.0,0,149.0
2020-12-24,1.0,0.0,0.5,0.0,0,0.0,0,146.0
2020-12-25,-0.5,-4.0,-2.3,0.0,0,15.0,0,143.0
2020-12-26,0.0,-4.5,-2.3,0.0,0,14.0,0,152.0
2020-12-27,-4.0,-5.5,-4.8,0.0,0,6.0,0,158.0
2020-12-28,-1.5,-6.5,-4.0,0.0,0,0.0,0,160.0
2020-12-29,-1.5,-5.5,-3.5,0.0,0,13.0,0,152.0
2020-12-30,-3.0,-5.0,-4.0,0.0,0,18.0,0,161.0
2020-12-31,-1.5,-5.5,-3.5,0.0,0,12.0,0,172.0
2021-01-01,0.0,-3.0,-1.5,0.0,0,39.0,0,178.0
2021-01-02,-1.5,-3.5,-2.5,0.0,0,54.0,0,202.0
2021-01-03,-2.5,-6.5,-4.5,0.0,0,17.0,0,235.0
2021-01-04,-2.0,-6.0,-4.0,0.0,0,24.0,0,239.0
2021-01-05,-3.0,-8.5,-5.8,0.0,0,29.0,0,245.0
2021-01-06,-3.5,-5.0,-4.3,0.0,0,9.0,0,256.0
2021-01-07,-0.5,-6.5,-3.5,0.0,0,0.0,1,249.0
2021-01-08,-2.5,-6.5,-4.5,0.0,0,5.0,0,239.0
2021-01-09,-3.0,-8.0,-5.5,0.0,0,13.0,0,236.0
2021-01-10,-1.5,-6.5,-4.0,0.0,0,14.0,0,239.0
2021-01-11,-0.5,-5.5,-3.0,0.0,0,22.0,0,245.0
2021-01-12,1.0,-2.5,-0.8,14.7,0,18.0,0,255.0
2021-01-13,-5.0,-8.0,-6.5,0.0,0,0.0,0,257.0
2021-01-14,1.0,-9.0,-4.0,0.0,0,2.0,0,248.0
2021-01-15,-2.0,-4.0,-3.0,0.0,0,0.0,0,237.0
2021-01-16,-2.5,-5.5,-4.0,0.0,0,3.0,0,233.0
2021-01-17,-2.5,-4.5,-3.5,0.0,0,0.0,0,230.0
2021-01-18,1.5,-6.0,-2.3,0.0,0,0.0,0,228.0
2021-01-19,1.0,-3.0,-1.0,0.0,0,0.0,0,226.0
2021-01-20,-3.5,-8.5,-6.0,0.0,0,0.0,1,222.0
2021-01-21,-6.5,-9.5,-8.0,0.0,0,0.0,0,218.0
2021-01-22,-3.0,-10.5,-6.8,0.0,0,0.0,0,218.0
2021-01-23,-3.5,-6.0,-4.8,0.0,0,5.0,0,215.0
2021-01-24,-6.5,-9.0,-7.8,0.0,0,6.0,0,219.0
2021-01-25,-7.0,-9.0,-8.0,0.0,0,2.0,0,224.0
2021-01-26,-9.0,-10.5,-9.8,0.0,0,5.0,0,219.0
2021-01-27,-7.5,-12.0,-9.8,0.0,0,2.0,0,222.0
2021-01-28,-6.0,-9.5,-7.8,0.0,0,2.0,0,223.0
2021-01-29,-6.0,-8.0,-7.0,0.0,0,6.0,0,220.0
2021-01-30,-3.0,-8.5,-5.8,0.0,0,34.0,0,227.0
2021-01-31,-2.5,-5.0,-3.8,0.0,0,26.0,0,248.0
2021-02-01,-1.5,-4.5,-3.0,0.0,0,31.0,0,254.0
2021-02-02,-5.5,-6.5,-6.0,0.0,0,6.0,0,275.0
2021-02-03,-2.0,-10.0,-6.0,0.0,0,2.0,0,266.0
2021-02-04,-3.0,-7.0,-5.0,0.0,0,1.0,0,264.0
2021-02-05,-1.0,-5.5,-3.3,0.0,0,4.0,0,255.0
2021-02-06,-3.0,-8.5,-5.800000000000001,0.0,0,0.0,0,253.33333333333334
2021-02-07,-5.0,-11.5,-8.3,0.0,0,0.0,0,251.66666666666669
2021-02-08,-7.0,-14.5,-10.8,0.0,0,0.0,1,250.0
2021-02-09,-11.0,-17.5,-14.3,0.0,0,2.0,0,248.0
2021-02-10,-16.0,-18.0,-17.0,0.0,0,0.0,1,246.0
2021-02-11,-20.0,-24.5,-22.3,0.0,0,0.0,0,245.0
2021-02-12,-17.0,-24.0,-20.5,0.0,0,1.0,0,243.0
2021-02-13,-12.0,-19.0,-15.5,0.0,0,5.0,0,239.0
2021-02-14,-5.5,-15.0,-10.3,0.0,0,6.0,0,240.0
2021-02-15,-2.5,-7.5,-5.0,0.0,0,3.0,0,244.0
2021-02-16,-2.5,-7.0,-4.8,0.0,0,1.0,0,243.0
2021-02-17,-5.0,-10.5,-7.8,0.0,0,0.0,0,243.0
2021-02-18,-5.0,-9.5,-7.3,0.0,0,15.0,0,238.0
2021-02-19,-5.0,-7.5,-6.3,0.0,0,4.0,0,248.0
2021-02-20,-3.0,-8.5,-5.8,0.0,0,3.0,0,248.0
2021-02-21,0.0,-8.0,-4.0,4.0,0,11.0,0,247.0
2021-02-22,-2.5,-5.0,-3.8,0.0,0,2.0,0,255.0
2021-02-23,-6.5,-9.0,-7.8,0.0,0,4.0,0,252.0
2021-02-24,-6.5,-11.5,-9.0,0.0,0,11.0,0,253.0
2021-02-25,-6.0,-9.0,-7.5,0.0,0,5.0,0,259.0
2021-02-26,-5.0,-10.5,-7.8,0.0,0,0.0,0,257.0
2021-02-27,-3.5,-12.0,-7.8,0.0,0,2.0,0,254.0
2021-02-28,-2.5,-8.0,-5.3,0.0,0,0.0,1,252.0
2021-03-01,-2.0,-4.0,-3.0,0.0,0,2.0,0,248.0
2021-03-02,-6.0,-8.5,-7.3,0.0,0,1.0,0,248.0
2021-03-03,-1.0,-8.0,-4.5,0.0,0,0.0,1,248.0
2021-03-04,0.5,-5.0,-2.3,0.0,0,40.0,0,244.0
2021-03-05,-1.0,-4.5,-2.8,0.0,0,28.0,0,280.0
2021-03-06,-3.5,-6.5,-5.0,0.0,0,12.0,0,295.0
2021-03-07,-6.0,-7.5,-6.8,0.0,0,15.0,0,289.0
2021-03-08,-3.0,-9.0,-6.0,0.0,0,0.0,1,294.0
2021-03-09,-2.0,-7.0,-4.5,0.0,0,0.0,1,285.0
2021-03-10,-5.0,-8.5,-6.8,0.0,0,0.0,1,282.0
2021-03-11,-3.0,-12.0,-7.5,0.0,0,0.0,0,277.0
2021-03-12,1.5,-6.0,-2.3,0.0,0,0.0,1,274.0
2021-03-13,1.5,-1.5,0.0,0.0,0,0.0,1,270.0
2021-03-14,-2.5,-4.0,-3.3,0.0,0,18.0,0,264.0
2021-03-15,-3.0,-11.5,-7.3,0.0,0,0.0,0,280.0
2021-03-16,0.0,-8.5,-4.3,0.0,0,0.0,0,276.0
2021-03-17,1.5,-4.5,-1.5,0.0,0,0.0,0,272.0
2021-03-18,0.5,-2.0,-0.8,0.0,0,21.0,0,268.0
2021-03-19,-4.0,-5.0,-4.5,0.0,0,21.0,0,284.0
2021-03-20,-2.5,-5.0,-3.8,0.0,0,0.0,1,298.0
2021-03-21,-5.0,-7.0,-6.0,0.0,0,4.0,0,290.0
2021-03-22,-0.5,-9.0,-4.8,0.0,0,0.0,0,289.0
2021-03-23,-2.0,-7.0,-4.5,0.0,0,4.0,0,284.0
2021-03-24,2.0,-5.5,-1.8,0.0,0,0.0,1,285.0
2021-03-25,2.0,-6.0,-2.0,0.0,0,0.0,0,280.0
2021-03-26,1.0,-5.5,-2.3,0.0,0,0.0,0,275.0
2021-03-27,-0.5,-4.5,-2.5,0.0,0,14.0,0,274.0
2021-03-28,-3.5,-5.5,-4.5,0.0,0,15.0,0,287.0
2021-03-29,-5.5,-11.5,-8.5,0.0,0,0.0,0,297.0
